Location,Month,Year,Month_Number,Quarter,Days,Population,Antibiotic,Class,Spectrum,Spectrum_Weight,Is_Combination,Quantity_Sold,Total_DDD,Latitude,Longitude,Resistance_Rate,Quantity_per_1000,Antibiotic_Share,Total_Monthly_Quantity,Total_Monthly_DDD,DDD_per_1000_per_day,Antibiotic_Class_Shift_Percent,Combination_Irrationality_Index_Percent,Volatility_Percent,Lag1_Quantity_Sold,Lag2_Quantity_Sold,Lag1_Resistance_Rate,Lag2_Resistance_Rate,Rolling_3M_Quantity,Rolling_3M_Resistance
Indore,2024-09,2024,9,3,30,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,8478.0,3391.2000000000003,22.72,75.86,23.88,2.422285714285714,0.11727276499799427,72293.0,80716.76,0.7687310476190476,3.84705562764647,28.64177721217822,9.370553889055094,9070.0,7975.0,21.91,23.34,8507.666666666666,23.043333333333333
Indore,2024-10,2024,10,4,31,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,7517.0,3006.8,22.72,75.86,21.81,2.1477142857142857,0.10925078119322723,68805.0,78034.88,0.7192154838709678,4.574071336738888,31.794201002834093,9.370553889055094,8478.0,9070.0,23.88,21.91,8355.0,22.53333333333333
Indore,2024-11,2024,11,4,30,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,8068.0,3227.2000000000003,22.72,75.86,23.17,2.305142857142857,0.11292602701378683,71445.0,80044.78,0.7623312380952381,3.8804513810744394,30.087479879627686,9.370553889055094,7517.0,8478.0,21.81,23.88,8021.0,22.953333333333333
Indore,2024-12,2024,12,4,31,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,7133.0,2853.2000000000003,22.72,75.86,23.01,2.038,0.0986843015453577,72281.0,81594.84,0.7520261751152074,2.860218180863905,30.067375935584735,9.370553889055094,8068.0,7517.0,23.17,21.81,7572.666666666667,22.663333333333338
Indore,2025-01,2025,1,1,31,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,9227.0,3690.8,22.72,75.86,25.17,2.636285714285714,0.11426200884177677,80753.0,89656.6,0.8263281105990783,2.0729203961547107,30.19825888821468,9.370553889055094,7133.0,8068.0,23.01,23.17,8142.666666666667,23.783333333333335
Indore,2025-02,2025,2,1,28,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,9293.0,3717.2000000000003,22.72,75.86,25.98,2.6551428571428572,0.11095986913589091,83751.0,95488.18,0.9743691836734694,2.682770505931329,31.913648792253223,9.370553889055094,9227.0,7133.0,25.17,23.01,8551.0,24.720000000000002
Indore,2025-03,2025,3,1,31,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,10178.0,4071.2000000000003,22.72,75.86,24.69,2.908,0.11426839263059806,89071.0,101169.64,0.9324390783410138,1.7636372407344774,32.37080531261578,9.370553889055094,9293.0,9227.0,25.98,25.17,9566.0,25.28
Indore,2025-04,2025,4,2,30,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,10898.0,4359.2,22.72,75.86,25.23,3.113714285714286,0.11700916918980438,93138.0,101730.29999999999,0.9688599999999998,3.6947813643188394,31.067877772767293,9.370553889055094,10178.0,9293.0,24.69,25.98,10123.0,25.3
Indore,2025-05,2025,5,2,31,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,10159.0,4063.6000000000004,22.72,75.86,24.15,2.9025714285714286,0.10344581797446184,98206.0,106587.91999999998,0.9823771428571427,7.81451165013311,29.140785695375026,9.370553889055094,10898.0,10178.0,25.23,24.69,10411.666666666666,24.689999999999998
Indore,2025-06,2025,6,2,30,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,10456.0,4182.400000000001,22.72,75.86,25.91,2.9874285714285715,0.11966946688946369,87374.0,100533.3,0.95746,7.511201594087341,31.760020143292056,9.370553889055094,10159.0,10898.0,24.15,25.23,10504.333333333334,25.096666666666664
Indore,2025-07,2025,7,3,31,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,9284.0,3713.6000000000004,22.72,75.86,25.87,2.6525714285714286,0.11242159308323847,82582.0,93921.92,0.8656398156682028,3.6779659430068374,32.23462740064421,9.370553889055094,10456.0,10159.0,25.91,24.15,9966.333333333334,25.310000000000002
Indore,2025-08,2025,8,3,31,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,9500.0,3800.0,22.72,75.86,27.57,2.7142857142857144,0.12905153910940853,73614.0,82351.18000000001,0.7589970506912443,2.8642569386680883,30.78762191974353,9.370553889055094,9284.0,10456.0,25.87,25.91,9746.666666666666,26.45
Indore,2025-09,2025,9,3,30,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,7502.0,3000.8,22.72,75.86,28.35,2.1434285714285712,0.10851703986576404,69132.0,78571.26,0.7482977142857142,4.035297873173949,31.14042700919979,9.370553889055094,9500.0,9284.0,27.57,25.87,8762.0,27.263333333333332
Indore,2025-10,2025,10,4,31,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,9500.0,3800.0,22.72,75.86,25.03,2.7142857142857144,0.12350975727082439,76917.0,85945.28,0.792122396313364,5.116528368212879,28.468348999570964,9.370553889055094,7502.0,9500.0,28.35,27.57,8834.0,26.983333333333334
Indore,2025-11,2025,11,4,30,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,8205.0,3282.0,22.72,75.86,25.59,2.3442857142857143,0.10334403929718496,79395.0,92843.42,0.8842230476190476,8.752131478844037,36.27054600415644,9.370553889055094,9500.0,7502.0,25.03,28.35,8402.333333333334,26.323333333333334
Indore,2025-12,2025,12,4,31,3500000.0,Cefixime,Cephalosporin,Broad,2,0.0,8126.0,3250.4,22.72,75.86,26.15,2.3217142857142856,0.10552150425929774,77008.0,87879.75999999998,0.8099517050691243,5.7537216050579465,32.79789112819447,9.370553889055094,8205.0,9500.0,25.59,25.03,8610.333333333334,25.590000000000003
Indore,2024-01,2024,1,1,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3330.0,6660.0,22.72,75.86,21.78,0.9514285714285714,0.04459443172230927,74673.0,83880.76000000001,0.7730945622119817,0.0,30.918805994134424,9.370553889055094,3330.0,3330.0,21.78,21.78,3330.0,21.78
Indore,2024-02,2024,2,1,29,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,4092.0,8184.0,22.72,75.86,19.73,1.169142857142857,0.04671126229994749,87602.0,97702.73999999999,0.9625885714285712,3.6298370023229816,29.881737859866213,9.370553889055094,3330.0,3330.0,21.78,21.78,3711.0,20.755000000000003
Indore,2024-03,2024,3,1,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3994.0,7988.0,22.72,75.86,23.81,1.1411428571428572,0.046233273139787937,86388.0,98674.13999999998,0.9094390783410137,3.147360465944995,31.102699448997544,9.370553889055094,4092.0,3330.0,19.73,21.78,3805.3333333333335,21.773333333333337
Indore,2024-04,2024,4,2,30,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,4345.0,8690.0,22.72,75.86,20.66,1.2414285714285713,0.05160271255685799,84201.0,94343.23999999999,0.8985070476190474,4.6559376020244345,30.094654457785534,9.370553889055094,3994.0,4092.0,23.81,19.73,4143.666666666667,21.400000000000002
Indore,2024-05,2024,5,2,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3769.0,7538.0,22.72,75.86,22.92,1.076857142857143,0.0433766831626194,86890.0,92329.58,0.850963870967742,4.783351800439256,26.668201173898034,9.370553889055094,4345.0,3994.0,20.66,23.81,4036.0,22.463333333333335
Indore,2024-06,2024,6,2,30,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3876.0,7752.0,22.72,75.86,23.09,1.1074285714285714,0.045666619539092325,84876.0,100417.26,0.9563548571428572,9.582534601220747,28.705405532777228,9.370553889055094,3769.0,4345.0,22.92,20.66,3996.6666666666665,22.223333333333333
Indore,2024-07,2024,7,3,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3197.0,6394.0,22.72,75.86,22.14,0.9134285714285715,0.041610808137340395,76831.0,87395.56,0.8054890322580646,5.494285548061552,29.86294594629772,9.370553889055094,3876.0,3769.0,23.09,22.92,3614.0,22.71666666666667
Indore,2024-08,2024,8,3,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3668.0,7336.0,22.72,75.86,22.71,1.048,0.04622267027912545,79355.0,87598.01999999999,0.8073550230414746,5.280284808142366,29.46884254300296,9.370553889055094,3197.0,3876.0,22.14,23.09,3580.3333333333335,22.646666666666665
Indore,2024-09,2024,9,3,30,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3714.0,7428.0,22.72,75.86,22.15,1.0611428571428572,0.051374268601386025,72293.0,80716.76,0.7687310476190476,3.84705562764647,28.64177721217822,9.370553889055094,3668.0,3197.0,22.71,22.14,3526.3333333333335,22.333333333333332
Indore,2024-10,2024,10,4,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3103.0,6206.0,22.72,75.86,26.12,0.8865714285714286,0.045098466681200496,68805.0,78034.88,0.7192154838709678,4.574071336738888,31.794201002834093,9.370553889055094,3714.0,3668.0,22.15,22.71,3495.0,23.66
Indore,2024-11,2024,11,4,30,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3357.0,6714.0,22.72,75.86,22.46,0.9591428571428572,0.04698719294562251,71445.0,80044.78,0.7623312380952381,3.8804513810744394,30.087479879627686,9.370553889055094,3103.0,3714.0,26.12,22.15,3391.3333333333335,23.576666666666664
Indore,2024-12,2024,12,4,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3376.0,6752.0,22.72,75.86,23.03,0.9645714285714285,0.04670660339508308,72281.0,81594.84,0.7520261751152074,2.860218180863905,30.067375935584735,9.370553889055094,3357.0,3103.0,22.46,26.12,3278.6666666666665,23.87
Indore,2025-01,2025,1,1,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3480.0,6960.0,22.72,75.86,23.79,0.9942857142857143,0.043094374202816,80753.0,89656.6,0.8263281105990783,2.0729203961547107,30.19825888821468,9.370553889055094,3376.0,3357.0,23.03,22.46,3404.3333333333335,23.093333333333334
Indore,2025-02,2025,2,1,28,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,4058.0,8116.0,22.72,75.86,25.34,1.1594285714285715,0.048453152798175546,83751.0,95488.18,0.9743691836734694,2.682770505931329,31.913648792253223,9.370553889055094,3480.0,3376.0,23.79,23.03,3638.0,24.05333333333333
Indore,2025-03,2025,3,1,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,4273.0,8546.0,22.72,75.86,24.58,1.2208571428571429,0.04797296538716305,89071.0,101169.64,0.9324390783410138,1.7636372407344774,32.37080531261578,9.370553889055094,4058.0,3480.0,25.34,23.79,3937.0,24.569999999999997
Indore,2025-04,2025,4,2,30,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3925.0,7850.0,22.72,75.86,24.52,1.1214285714285714,0.042141768129012866,93138.0,101730.29999999999,0.9688599999999998,3.6947813643188394,31.067877772767293,9.370553889055094,4273.0,4058.0,24.58,25.34,4085.3333333333335,24.813333333333333
Indore,2025-05,2025,5,2,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,4349.0,8698.0,22.72,75.86,26.68,1.2425714285714287,0.044284463271083235,98206.0,106587.91999999998,0.9823771428571427,7.81451165013311,29.140785695375026,9.370553889055094,3925.0,4273.0,24.52,24.58,4182.333333333333,25.26
Indore,2025-06,2025,6,2,30,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3783.0,7566.0,22.72,75.86,25.39,1.080857142857143,0.043296632865612195,87374.0,100533.3,0.95746,7.511201594087341,31.760020143292056,9.370553889055094,4349.0,3925.0,26.68,24.52,4019.0,25.53
Indore,2025-07,2025,7,3,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3924.0,7848.0,22.72,75.86,27.34,1.1211428571428572,0.04751640793393233,82582.0,93921.92,0.8656398156682028,3.6779659430068374,32.23462740064421,9.370553889055094,3783.0,4349.0,25.39,26.68,4018.6666666666665,26.47
Indore,2025-08,2025,8,3,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3442.0,6884.0,22.72,75.86,28.89,0.9834285714285714,0.04675741027521939,73614.0,82351.18000000001,0.7589970506912443,2.8642569386680883,30.78762191974353,9.370553889055094,3924.0,3783.0,27.34,25.39,3716.3333333333335,27.206666666666667
Indore,2025-09,2025,9,3,30,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3345.0,6690.0,22.72,75.86,26.58,0.9557142857142857,0.04838569692761673,69132.0,78571.26,0.7482977142857142,4.035297873173949,31.14042700919979,9.370553889055094,3442.0,3924.0,28.89,27.34,3570.3333333333335,27.603333333333335
Indore,2025-10,2025,10,4,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,4876.0,9752.0,22.72,75.86,28.82,1.3931428571428572,0.06339300804763576,76917.0,85945.28,0.792122396313364,5.116528368212879,28.468348999570964,9.370553889055094,3345.0,3442.0,26.58,28.89,3887.6666666666665,28.096666666666664
Indore,2025-11,2025,11,4,30,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3140.0,6280.0,22.72,75.86,25.57,0.8971428571428571,0.03954908999307261,79395.0,92843.42,0.8842230476190476,8.752131478844037,36.27054600415644,9.370553889055094,4876.0,3345.0,28.82,26.58,3787.0,26.99
Indore,2025-12,2025,12,4,31,3500000.0,Ceftriaxone,Cephalosporin,Broad,2,0.0,3078.0,6156.0,22.72,75.86,25.72,0.8794285714285714,0.039969873259921046,77008.0,87879.75999999998,0.8099517050691243,5.7537216050579465,32.79789112819447,9.370553889055094,3140.0,4876.0,25.57,28.82,3698.0,26.703333333333333
Indore,2024-01,2024,1,1,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,7758.0,7758.0,22.72,75.86,19.94,2.2165714285714286,0.10389297336386646,74673.0,83880.76000000001,0.7730945622119817,0.0,30.918805994134424,9.370553889055094,7758.0,7758.0,19.94,19.94,7758.0,19.94
Indore,2024-02,2024,2,1,29,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8888.0,8888.0,22.72,75.86,21.31,2.5394285714285716,0.10145887080203649,87602.0,97702.73999999999,0.9625885714285712,3.6298370023229816,29.881737859866213,9.370553889055094,7758.0,7758.0,19.94,19.94,8323.0,20.625
Indore,2024-03,2024,3,1,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8950.0,8950.0,22.72,75.86,22.27,2.557142857142857,0.10360235217854331,86388.0,98674.13999999998,0.9094390783410137,3.147360465944995,31.102699448997544,9.370553889055094,8888.0,7758.0,21.31,19.94,8532.0,21.173333333333332
Indore,2024-04,2024,4,2,30,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8419.0,8419.0,22.72,75.86,22.13,2.4054285714285712,0.0999869360221375,84201.0,94343.23999999999,0.8985070476190474,4.6559376020244345,30.094654457785534,9.370553889055094,8950.0,8888.0,22.27,21.31,8752.333333333334,21.903333333333332
Indore,2024-05,2024,5,2,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8796.0,8796.0,22.72,75.86,22.81,2.5131428571428573,0.10123144205317068,86890.0,92329.58,0.850963870967742,4.783351800439256,26.668201173898034,9.370553889055094,8419.0,8950.0,22.13,22.27,8721.666666666666,22.403333333333332
Indore,2024-06,2024,6,2,30,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8535.0,8535.0,22.72,75.86,21.95,2.4385714285714286,0.10055846175597342,84876.0,100417.26,0.9563548571428572,9.582534601220747,28.705405532777228,9.370553889055094,8796.0,8419.0,22.81,22.13,8583.333333333334,22.296666666666667
Indore,2024-07,2024,7,3,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8718.0,8718.0,22.72,75.86,22.23,2.4908571428571427,0.11346982337858416,76831.0,87395.56,0.8054890322580646,5.494285548061552,29.86294594629772,9.370553889055094,8535.0,8796.0,21.95,22.81,8683.0,22.33
Indore,2024-08,2024,8,3,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8063.0,8063.0,22.72,75.86,23.39,2.303714285714286,0.10160670405141453,79355.0,87598.01999999999,0.8073550230414746,5.280284808142366,29.46884254300296,9.370553889055094,8718.0,8535.0,22.23,21.95,8438.666666666666,22.52333333333333
Indore,2024-09,2024,9,3,30,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8323.0,8323.0,22.72,75.86,23.17,2.378,0.11512871232346147,72293.0,80716.76,0.7687310476190476,3.84705562764647,28.64177721217822,9.370553889055094,8063.0,8718.0,23.39,22.23,8368.0,22.930000000000003
Indore,2024-10,2024,10,4,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,7327.0,7327.0,22.72,75.86,23.85,2.0934285714285714,0.10648935397136836,68805.0,78034.88,0.7192154838709678,4.574071336738888,31.794201002834093,9.370553889055094,8323.0,8063.0,23.17,23.39,7904.333333333333,23.47
Indore,2024-11,2024,11,4,30,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,6763.0,6763.0,22.72,75.86,22.58,1.9322857142857144,0.09466022814752607,71445.0,80044.78,0.7623312380952381,3.8804513810744394,30.087479879627686,9.370553889055094,7327.0,8323.0,23.85,23.17,7471.0,23.2
Indore,2024-12,2024,12,4,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,7460.0,7460.0,22.72,75.86,22.07,2.1314285714285712,0.10320831200453784,72281.0,81594.84,0.7520261751152074,2.860218180863905,30.067375935584735,9.370553889055094,6763.0,7327.0,22.58,23.85,7183.333333333333,22.833333333333332
Indore,2025-01,2025,1,1,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8504.0,8504.0,22.72,75.86,22.22,2.4297142857142857,0.10530878109791586,80753.0,89656.6,0.8263281105990783,2.0729203961547107,30.19825888821468,9.370553889055094,7460.0,6763.0,22.07,22.58,7575.666666666667,22.290000000000003
Indore,2025-02,2025,2,1,28,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,7864.0,7864.0,22.72,75.86,24.63,2.246857142857143,0.09389738629986508,83751.0,95488.18,0.9743691836734694,2.682770505931329,31.913648792253223,9.370553889055094,8504.0,7460.0,22.22,22.07,7942.666666666667,22.973333333333333
Indore,2025-03,2025,3,1,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8802.0,8802.0,22.72,75.86,23.72,2.5148571428571427,0.09882004243805503,89071.0,101169.64,0.9324390783410138,1.7636372407344774,32.37080531261578,9.370553889055094,7864.0,8504.0,24.63,22.22,8390.0,23.52333333333333
Indore,2025-04,2025,4,2,30,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,9173.0,9173.0,22.72,75.86,25.89,2.620857142857143,0.09848826472546114,93138.0,101730.29999999999,0.9688599999999998,3.6947813643188394,31.067877772767293,9.370553889055094,8802.0,7864.0,23.72,24.63,8613.0,24.746666666666666
Indore,2025-05,2025,5,2,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,9957.0,9957.0,22.72,75.86,22.86,2.8448571428571428,0.10138891717410342,98206.0,106587.91999999998,0.9823771428571427,7.81451165013311,29.140785695375026,9.370553889055094,9173.0,8802.0,25.89,23.72,9310.666666666666,24.156666666666666
Indore,2025-06,2025,6,2,30,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8577.0,8577.0,22.72,75.86,25.91,2.4505714285714286,0.0981642136104562,87374.0,100533.3,0.95746,7.511201594087341,31.760020143292056,9.370553889055094,9957.0,9173.0,22.86,25.89,9235.666666666666,24.886666666666667
Indore,2025-07,2025,7,3,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8761.0,8761.0,22.72,75.86,24.93,2.503142857142857,0.1060884938606476,82582.0,93921.92,0.8656398156682028,3.6779659430068374,32.23462740064421,9.370553889055094,8577.0,9957.0,25.91,22.86,9098.333333333334,24.566666666666663
Indore,2025-08,2025,8,3,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,7408.0,7408.0,22.72,75.86,26.73,2.1165714285714285,0.10063303176026299,73614.0,82351.18000000001,0.7589970506912443,2.8642569386680883,30.78762191974353,9.370553889055094,8761.0,8577.0,24.93,25.91,8248.666666666666,25.85666666666667
Indore,2025-09,2025,9,3,30,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,7297.0,7297.0,22.72,75.86,26.05,2.084857142857143,0.10555169820054389,69132.0,78571.26,0.7482977142857142,4.035297873173949,31.14042700919979,9.370553889055094,7408.0,8761.0,26.73,24.93,7822.0,25.903333333333332
Indore,2025-10,2025,10,4,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,8520.0,8520.0,22.72,75.86,26.99,2.434285714285714,0.11076875073130778,76917.0,85945.28,0.792122396313364,5.116528368212879,28.468348999570964,9.370553889055094,7297.0,7408.0,26.05,26.73,7741.666666666667,26.59
Indore,2025-11,2025,11,4,30,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,7507.0,7507.0,22.72,75.86,26.9,2.144857142857143,0.0945525536872599,79395.0,92843.42,0.8842230476190476,8.752131478844037,36.27054600415644,9.370553889055094,8520.0,7297.0,26.99,26.05,7774.666666666667,26.646666666666665
Indore,2025-12,2025,12,4,31,3500000.0,Ciprofloxacin,Fluoroquinolone,Broad,2,0.0,7961.0,7961.0,22.72,75.86,25.58,2.2745714285714285,0.10337886972782048,77008.0,87879.75999999998,0.8099517050691243,5.7537216050579465,32.79789112819447,9.370553889055094,7507.0,8520.0,26.9,26.99,7996.0,26.49
Indore,2024-01,2024,1,1,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,5338.0,10248.96,22.72,75.86,20.1,1.5251428571428571,0.07148500796807414,74673.0,83880.76000000001,0.7730945622119817,0.0,30.918805994134424,9.370553889055094,5338.0,5338.0,20.1,20.1,5338.0,20.1
Indore,2024-02,2024,2,1,29,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,7292.0,14000.64,22.72,75.86,19.66,2.0834285714285716,0.08324010867331796,87602.0,97702.73999999999,0.9625885714285712,3.6298370023229816,29.881737859866213,9.370553889055094,5338.0,5338.0,20.1,20.1,6315.0,19.880000000000003
Indore,2024-03,2024,3,1,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,7887.0,15143.039999999999,22.72,75.86,19.97,2.2534285714285716,0.09129740241700236,86388.0,98674.13999999998,0.9094390783410137,3.147360465944995,31.102699448997544,9.370553889055094,7292.0,5338.0,19.66,20.1,6839.0,19.91
Indore,2024-04,2024,4,2,30,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,6527.0,12531.84,22.72,75.86,23.17,1.8648571428571428,0.07751689409864491,84201.0,94343.23999999999,0.8985070476190474,4.6559376020244345,30.094654457785534,9.370553889055094,7887.0,7292.0,19.97,19.66,7235.333333333333,20.933333333333334
Indore,2024-05,2024,5,2,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,6709.0,12881.279999999999,22.72,75.86,22.46,1.9168571428571428,0.07721256761422488,86890.0,92329.58,0.850963870967742,4.783351800439256,26.668201173898034,9.370553889055094,6527.0,7887.0,23.17,19.97,7041.0,21.866666666666664
Indore,2024-06,2024,6,2,30,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,7578.0,14549.76,22.72,75.86,21.0,2.165142857142857,0.08928318959423158,84876.0,100417.26,0.9563548571428572,9.582534601220747,28.705405532777228,9.370553889055094,6709.0,6527.0,22.46,23.17,6938.0,22.209999999999997
Indore,2024-07,2024,7,3,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,6868.0,13186.56,22.72,75.86,23.7,1.9622857142857142,0.08939100102823079,76831.0,87395.56,0.8054890322580646,5.494285548061552,29.86294594629772,9.370553889055094,7578.0,6709.0,21.0,22.46,7051.666666666667,22.386666666666667
Indore,2024-08,2024,8,3,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,6261.0,12021.119999999999,22.72,75.86,23.4,1.788857142857143,0.07889862012475585,79355.0,87598.01999999999,0.8073550230414746,5.280284808142366,29.46884254300296,9.370553889055094,6868.0,7578.0,23.7,21.0,6902.333333333333,22.7
Indore,2024-09,2024,9,3,30,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,6643.0,12754.56,22.72,75.86,20.73,1.898,0.09188994785110592,72293.0,80716.76,0.7687310476190476,3.84705562764647,28.64177721217822,9.370553889055094,6261.0,6868.0,23.4,23.7,6590.666666666667,22.61
Indore,2024-10,2024,10,4,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,5964.0,11450.88,22.72,75.86,25.51,1.704,0.08667974711140179,68805.0,78034.88,0.7192154838709678,4.574071336738888,31.794201002834093,9.370553889055094,6643.0,6261.0,20.73,23.4,6289.333333333333,23.213333333333335
Indore,2024-11,2024,11,4,30,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,5989.0,11498.88,22.72,75.86,22.92,1.711142857142857,0.08382671985443348,71445.0,80044.78,0.7623312380952381,3.8804513810744394,30.087479879627686,9.370553889055094,5964.0,6643.0,25.51,20.73,6198.666666666667,23.05333333333333
Indore,2024-12,2024,12,4,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,6187.0,11879.039999999999,22.72,75.86,21.83,1.7677142857142858,0.08559649147078761,72281.0,81594.84,0.7520261751152074,2.860218180863905,30.067375935584735,9.370553889055094,5989.0,5964.0,22.92,25.51,6046.666666666667,23.42
Indore,2025-01,2025,1,1,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,6775.0,13008.0,22.72,75.86,23.01,1.9357142857142857,0.08389781184599952,80753.0,89656.6,0.8263281105990783,2.0729203961547107,30.19825888821468,9.370553889055094,6187.0,5989.0,21.83,22.92,6317.0,22.58666666666667
Indore,2025-02,2025,2,1,28,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,8184.0,15713.279999999999,22.72,75.86,24.56,2.338285714285714,0.09771823620016477,83751.0,95488.18,0.9743691836734694,2.682770505931329,31.913648792253223,9.370553889055094,6775.0,6187.0,23.01,21.83,7048.666666666667,23.133333333333336
Indore,2025-03,2025,3,1,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,8517.0,16352.64,22.72,75.86,20.8,2.4334285714285713,0.0956203478124193,89071.0,101169.64,0.9324390783410138,1.7636372407344774,32.37080531261578,9.370553889055094,8184.0,6775.0,24.56,23.01,7825.333333333333,22.790000000000003
Indore,2025-04,2025,4,2,30,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,7770.0,14918.4,22.72,75.86,23.89,2.22,0.08342459576112865,93138.0,101730.29999999999,0.9688599999999998,3.6947813643188394,31.067877772767293,9.370553889055094,8517.0,8184.0,20.8,24.56,8157.0,23.083333333333332
Indore,2025-05,2025,5,2,31,3500000.0,Cotrimoxazole,Sulfonamide combination,Broad,2,1.0,7846.0,15064.32,22.72,75.86,23.91,2.2417142857142855,0.07989328554263488,98206.0,106587.91999999998,0.9823771428571427,7.81451165013311,29.140785695375026,9.370553889055094,7770.0,8517.0,23.89,20.8,8044.333333333333,22.866666666666664
