Location,Month,Population,Antibiotic,Class,Spectrum,Is_Combination,Quantity_Sold,Latitude,Longitude
Ranchi,2024-06,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1725,23.34,85.31
Ranchi,2024-06,1100000,Meropenem,Carbapenem,Very Broad,0,135,23.34,85.31
Ranchi,2024-07,1100000,Amoxicillin,Penicillin,Narrow,0,1998,23.34,85.31
Ranchi,2024-07,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,4125,23.34,85.31
Ranchi,2024-07,1100000,Azithromycin,Macrolide,Broad,0,3449,23.34,85.31
Ranchi,2024-07,1100000,Cefixime,Cephalosporin,Broad,0,2089,23.34,85.31
Ranchi,2024-07,1100000,Ceftriaxone,Cephalosporin,Broad,0,1004,23.34,85.31
Ranchi,2024-07,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2526,23.34,85.31
Ranchi,2024-07,1100000,Doxycycline,Tetracycline,Broad,0,1753,23.34,85.31
Ranchi,2024-07,1100000,Metronidazole,Nitroimidazole,Narrow,0,1852,23.34,85.31
Ranchi,2024-07,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1517,23.34,85.31
Ranchi,2024-07,1100000,Meropenem,Carbapenem,Very Broad,0,137,23.34,85.31
Ranchi,2024-08,1100000,Amoxicillin,Penicillin,Narrow,0,2421,23.34,85.31
Ranchi,2024-08,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,4413,23.34,85.31
Ranchi,2024-08,1100000,Azithromycin,Macrolide,Broad,0,3180,23.34,85.31
Ranchi,2024-08,1100000,Cefixime,Cephalosporin,Broad,0,2104,23.34,85.31
Ranchi,2024-08,1100000,Ceftriaxone,Cephalosporin,Broad,0,893,23.34,85.31
Ranchi,2024-08,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2206,23.34,85.31
Ranchi,2024-08,1100000,Doxycycline,Tetracycline,Broad,0,1669,23.34,85.31
Ranchi,2024-08,1100000,Metronidazole,Nitroimidazole,Narrow,0,1476,23.34,85.31
Ranchi,2024-08,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1567,23.34,85.31
Ranchi,2024-08,1100000,Meropenem,Carbapenem,Very Broad,0,102,23.34,85.31
Ranchi,2024-09,1100000,Amoxicillin,Penicillin,Narrow,0,2357,23.34,85.31
Ranchi,2024-09,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3658,23.34,85.31
Ranchi,2024-09,1100000,Azithromycin,Macrolide,Broad,0,2840,23.34,85.31
Ranchi,2024-09,1100000,Cefixime,Cephalosporin,Broad,0,1878,23.34,85.31
Ranchi,2024-09,1100000,Ceftriaxone,Cephalosporin,Broad,0,836,23.34,85.31
Ranchi,2024-09,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2224,23.34,85.31
Ranchi,2024-09,1100000,Doxycycline,Tetracycline,Broad,0,1987,23.34,85.31
Ranchi,2024-09,1100000,Metronidazole,Nitroimidazole,Narrow,0,1784,23.34,85.31
Ranchi,2024-09,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1531,23.34,85.31
Ranchi,2024-09,1100000,Meropenem,Carbapenem,Very Broad,0,108,23.34,85.31
Ranchi,2024-10,1100000,Amoxicillin,Penicillin,Narrow,0,2626,23.34,85.31
Ranchi,2024-10,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3637,23.34,85.31
Ranchi,2024-10,1100000,Azithromycin,Macrolide,Broad,0,3408,23.34,85.31
Ranchi,2024-10,1100000,Cefixime,Cephalosporin,Broad,0,2319,23.34,85.31
Ranchi,2024-10,1100000,Ceftriaxone,Cephalosporin,Broad,0,760,23.34,85.31
Ranchi,2024-10,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,1884,23.34,85.31
Ranchi,2024-10,1100000,Doxycycline,Tetracycline,Broad,0,1551,23.34,85.31
Ranchi,2024-10,1100000,Metronidazole,Nitroimidazole,Narrow,0,1645,23.34,85.31
Ranchi,2024-10,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1443,23.34,85.31
Ranchi,2024-10,1100000,Meropenem,Carbapenem,Very Broad,0,129,23.34,85.31
Ranchi,2024-11,1100000,Amoxicillin,Penicillin,Narrow,0,2351,23.34,85.31
Ranchi,2024-11,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3949,23.34,85.31
Ranchi,2024-11,1100000,Azithromycin,Macrolide,Broad,0,3058,23.34,85.31
Ranchi,2024-11,1100000,Cefixime,Cephalosporin,Broad,0,2158,23.34,85.31
Ranchi,2024-11,1100000,Ceftriaxone,Cephalosporin,Broad,0,822,23.34,85.31
Ranchi,2024-11,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2037,23.34,85.31
Ranchi,2024-11,1100000,Doxycycline,Tetracycline,Broad,0,1728,23.34,85.31
Ranchi,2024-11,1100000,Metronidazole,Nitroimidazole,Narrow,0,1723,23.34,85.31
Ranchi,2024-11,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1546,23.34,85.31
Ranchi,2024-11,1100000,Meropenem,Carbapenem,Very Broad,0,119,23.34,85.31
Ranchi,2024-12,1100000,Amoxicillin,Penicillin,Narrow,0,2439,23.34,85.31
Ranchi,2024-12,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3784,23.34,85.31
Ranchi,2024-12,1100000,Azithromycin,Macrolide,Broad,0,3167,23.34,85.31
Ranchi,2024-12,1100000,Cefixime,Cephalosporin,Broad,0,2259,23.34,85.31
Ranchi,2024-12,1100000,Ceftriaxone,Cephalosporin,Broad,0,975,23.34,85.31
Ranchi,2024-12,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2091,23.34,85.31
Ranchi,2024-12,1100000,Doxycycline,Tetracycline,Broad,0,1661,23.34,85.31
Ranchi,2024-12,1100000,Metronidazole,Nitroimidazole,Narrow,0,1607,23.34,85.31
Ranchi,2024-12,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1428,23.34,85.31
Ranchi,2024-12,1100000,Meropenem,Carbapenem,Very Broad,0,116,23.34,85.31
Ranchi,2025-01,1100000,Amoxicillin,Penicillin,Narrow,0,2356,23.34,85.31
Ranchi,2025-01,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,4167,23.34,85.31
Ranchi,2025-01,1100000,Azithromycin,Macrolide,Broad,0,3109,23.34,85.31
Ranchi,2025-01,1100000,Cefixime,Cephalosporin,Broad,0,2463,23.34,85.31
Ranchi,2025-01,1100000,Ceftriaxone,Cephalosporin,Broad,0,1053,23.34,85.31
Ranchi,2025-01,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2168,23.34,85.31
Ranchi,2025-01,1100000,Doxycycline,Tetracycline,Broad,0,1801,23.34,85.31
Ranchi,2025-01,1100000,Metronidazole,Nitroimidazole,Narrow,0,1927,23.34,85.31
Ranchi,2025-01,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1597,23.34,85.31
Ranchi,2025-01,1100000,Meropenem,Carbapenem,Very Broad,0,115,23.34,85.31
Ranchi,2025-02,1100000,Amoxicillin,Penicillin,Narrow,0,2885,23.34,85.31
Ranchi,2025-02,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,5057,23.34,85.31
Ranchi,2025-02,1100000,Azithromycin,Macrolide,Broad,0,3997,23.34,85.31
Ranchi,2025-02,1100000,Cefixime,Cephalosporin,Broad,0,2229,23.34,85.31
Ranchi,2025-02,1100000,Ceftriaxone,Cephalosporin,Broad,0,1201,23.34,85.31
Ranchi,2025-02,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2544,23.34,85.31
Ranchi,2025-02,1100000,Doxycycline,Tetracycline,Broad,0,2190,23.34,85.31
Ranchi,2025-02,1100000,Metronidazole,Nitroimidazole,Narrow,0,2025,23.34,85.31
Ranchi,2025-02,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1908,23.34,85.31
Ranchi,2025-02,1100000,Meropenem,Carbapenem,Very Broad,0,134,23.34,85.31
Ranchi,2025-03,1100000,Amoxicillin,Penicillin,Narrow,0,2736,23.34,85.31
Ranchi,2025-03,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,5360,23.34,85.31
Ranchi,2025-03,1100000,Azithromycin,Macrolide,Broad,0,3362,23.34,85.31
Ranchi,2025-03,1100000,Cefixime,Cephalosporin,Broad,0,2605,23.34,85.31
Ranchi,2025-03,1100000,Ceftriaxone,Cephalosporin,Broad,0,1305,23.34,85.31
Ranchi,2025-03,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2444,23.34,85.31
Ranchi,2025-03,1100000,Doxycycline,Tetracycline,Broad,0,2074,23.34,85.31
Ranchi,2025-03,1100000,Metronidazole,Nitroimidazole,Narrow,0,1903,23.34,85.31
Ranchi,2025-03,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,2027,23.34,85.31
Ranchi,2025-03,1100000,Meropenem,Carbapenem,Very Broad,0,135,23.34,85.31
Ranchi,2025-04,1100000,Amoxicillin,Penicillin,Narrow,0,3017,23.34,85.31
Ranchi,2025-04,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,4828,23.34,85.31
Ranchi,2025-04,1100000,Azithromycin,Macrolide,Broad,0,4016,23.34,85.31
Ranchi,2025-04,1100000,Cefixime,Cephalosporin,Broad,0,2919,23.34,85.31
Ranchi,2025-04,1100000,Ceftriaxone,Cephalosporin,Broad,0,1236,23.34,85.31
Ranchi,2025-04,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2624,23.34,85.31
Ranchi,2025-04,1100000,Doxycycline,Tetracycline,Broad,0,2658,23.34,85.31
Ranchi,2025-04,1100000,Metronidazole,Nitroimidazole,Narrow,0,2226,23.34,85.31
Ranchi,2025-04,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,2051,23.34,85.31
Ranchi,2025-04,1100000,Meropenem,Carbapenem,Very Broad,0,135,23.34,85.31
Ranchi,2025-05,1100000,Amoxicillin,Penicillin,Narrow,0,3102,23.34,85.31
Ranchi,2025-05,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,5680,23.34,85.31
Ranchi,2025-05,1100000,Azithromycin,Macrolide,Broad,0,4089,23.34,85.31
Ranchi,2025-05,1100000,Cefixime,Cephalosporin,Broad,0,2876,23.34,85.31
Ranchi,2025-05,1100000,Ceftriaxone,Cephalosporin,Broad,0,1025,23.34,85.31
Ranchi,2025-05,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2659,23.34,85.31
Ranchi,2025-05,1100000,Doxycycline,Tetracycline,Broad,0,1916,23.34,85.31
Ranchi,2025-05,1100000,Metronidazole,Nitroimidazole,Narrow,0,1811,23.34,85.31
Ranchi,2025-05,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,2013,23.34,85.31
Ranchi,2025-05,1100000,Meropenem,Carbapenem,Very Broad,0,148,23.34,85.31
Ranchi,2025-06,1100000,Amoxicillin,Penicillin,Narrow,0,2812,23.34,85.31
Ranchi,2025-06,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,5090,23.34,85.31
Ranchi,2025-06,1100000,Azithromycin,Macrolide,Broad,0,3266,23.34,85.31
Ranchi,2025-06,1100000,Cefixime,Cephalosporin,Broad,0,2613,23.34,85.31
Ranchi,2025-06,1100000,Ceftriaxone,Cephalosporin,Broad,0,973,23.34,85.31
Ranchi,2025-06,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2114,23.34,85.31
Ranchi,2025-06,1100000,Doxycycline,Tetracycline,Broad,0,2162,23.34,85.31
Ranchi,2025-06,1100000,Metronidazole,Nitroimidazole,Narrow,0,1860,23.34,85.31
Ranchi,2025-06,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,2049,23.34,85.31
Ranchi,2025-06,1100000,Meropenem,Carbapenem,Very Broad,0,150,23.34,85.31
Ranchi,2025-07,1100000,Amoxicillin,Penicillin,Narrow,0,2677,23.34,85.31
Ranchi,2025-07,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,4248,23.34,85.31
Ranchi,2025-07,1100000,Azithromycin,Macrolide,Broad,0,2817,23.34,85.31
Ranchi,2025-07,1100000,Cefixime,Cephalosporin,Broad,0,2472,23.34,85.31
Ranchi,2025-07,1100000,Ceftriaxone,Cephalosporin,Broad,0,985,23.34,85.31
Ranchi,2025-07,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2237,23.34,85.31
Ranchi,2025-07,1100000,Doxycycline,Tetracycline,Broad,0,2187,23.34,85.31
Ranchi,2025-07,1100000,Metronidazole,Nitroimidazole,Narrow,0,1651,23.34,85.31
Ranchi,2025-07,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1806,23.34,85.31
Ranchi,2025-07,1100000,Meropenem,Carbapenem,Very Broad,0,118,23.34,85.31
Ranchi,2025-08,1100000,Amoxicillin,Penicillin,Narrow,0,2494,23.34,85.31
Ranchi,2025-08,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,4410,23.34,85.31
Ranchi,2025-08,1100000,Azithromycin,Macrolide,Broad,0,2925,23.34,85.31
Ranchi,2025-08,1100000,Cefixime,Cephalosporin,Broad,0,2206,23.34,85.31
Ranchi,2025-08,1100000,Ceftriaxone,Cephalosporin,Broad,0,1043,23.34,85.31
Ranchi,2025-08,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2503,23.34,85.31
Ranchi,2025-08,1100000,Doxycycline,Tetracycline,Broad,0,1886,23.34,85.31
Ranchi,2025-08,1100000,Metronidazole,Nitroimidazole,Narrow,0,1655,23.34,85.31
Ranchi,2025-08,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1727,23.34,85.31
Ranchi,2025-08,1100000,Meropenem,Carbapenem,Very Broad,0,144,23.34,85.31
Ranchi,2025-09,1100000,Amoxicillin,Penicillin,Narrow,0,2592,23.34,85.31
Ranchi,2025-09,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3798,23.34,85.31
Ranchi,2025-09,1100000,Azithromycin,Macrolide,Broad,0,3029,23.34,85.31
Ranchi,2025-09,1100000,Cefixime,Cephalosporin,Broad,0,2322,23.34,85.31
Ranchi,2025-09,1100000,Ceftriaxone,Cephalosporin,Broad,0,952,23.34,85.31
Ranchi,2025-09,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,1975,23.34,85.31
Ranchi,2025-09,1100000,Doxycycline,Tetracycline,Broad,0,1621,23.34,85.31
Ranchi,2025-09,1100000,Metronidazole,Nitroimidazole,Narrow,0,1825,23.34,85.31
Ranchi,2025-09,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1721,23.34,85.31
Ranchi,2025-09,1100000,Meropenem,Carbapenem,Very Broad,0,128,23.34,85.31
Ranchi,2025-10,1100000,Amoxicillin,Penicillin,Narrow,0,2335,23.34,85.31
Ranchi,2025-10,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3980,23.34,85.31
Ranchi,2025-10,1100000,Azithromycin,Macrolide,Broad,0,3427,23.34,85.31
Ranchi,2025-10,1100000,Cefixime,Cephalosporin,Broad,0,2340,23.34,85.31
Ranchi,2025-10,1100000,Ceftriaxone,Cephalosporin,Broad,0,857,23.34,85.31
Ranchi,2025-10,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,1935,23.34,85.31
Ranchi,2025-10,1100000,Doxycycline,Tetracycline,Broad,0,1791,23.34,85.31
Ranchi,2025-10,1100000,Metronidazole,Nitroimidazole,Narrow,0,1659,23.34,85.31
Ranchi,2025-10,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1598,23.34,85.31
Ranchi,2025-10,1100000,Meropenem,Carbapenem,Very Broad,0,125,23.34,85.31
Ranchi,2025-11,1100000,Amoxicillin,Penicillin,Narrow,0,2577,23.34,85.31
Ranchi,2025-11,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3507,23.34,85.31
Ranchi,2025-11,1100000,Azithromycin,Macrolide,Broad,0,3266,23.34,85.31
Ranchi,2025-11,1100000,Cefixime,Cephalosporin,Broad,0,2360,23.34,85.31
Ranchi,2025-11,1100000,Ceftriaxone,Cephalosporin,Broad,0,828,23.34,85.31
Ranchi,2025-11,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2015,23.34,85.31
Ranchi,2025-11,1100000,Doxycycline,Tetracycline,Broad,0,1635,23.34,85.31
Ranchi,2025-11,1100000,Metronidazole,Nitroimidazole,Narrow,0,1707,23.34,85.31
Ranchi,2025-11,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1808,23.34,85.31
Ranchi,2025-11,1100000,Meropenem,Carbapenem,Very Broad,0,134,23.34,85.31
Ranchi,2025-12,1100000,Amoxicillin,Penicillin,Narrow,0,2530,23.34,85.31
Ranchi,2025-12,1100000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,4410,23.34,85.31
Ranchi,2025-12,1100000,Azithromycin,Macrolide,Broad,0,3452,23.34,85.31
Ranchi,2025-12,1100000,Cefixime,Cephalosporin,Broad,0,2393,23.34,85.31
Ranchi,2025-12,1100000,Ceftriaxone,Cephalosporin,Broad,0,990,23.34,85.31
Ranchi,2025-12,1100000,Ciprofloxacin,Fluoroquinolone,Broad,0,2472,23.34,85.31
Ranchi,2025-12,1100000,Doxycycline,Tetracycline,Broad,0,1956,23.34,85.31
Ranchi,2025-12,1100000,Metronidazole,Nitroimidazole,Narrow,0,1629,23.34,85.31
Ranchi,2025-12,1100000,Cotrimoxazole,Sulfonamide combination,Broad,1,1762,23.34,85.31
Ranchi,2025-12,1100000,Meropenem,Carbapenem,Very Broad,0,129,23.34,85.31
Dehradun,2024-01,800000,Amoxicillin,Penicillin,Narrow,0,1984,30.32,78.03
Dehradun,2024-01,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2931,30.32,78.03
Dehradun,2024-01,800000,Azithromycin,Macrolide,Broad,0,2441,30.32,78.03
Dehradun,2024-01,800000,Cefixime,Cephalosporin,Broad,0,1682,30.32,78.03
Dehradun,2024-01,800000,Ceftriaxone,Cephalosporin,Broad,0,589,30.32,78.03
Dehradun,2024-01,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1565,30.32,78.03
Dehradun,2024-01,800000,Doxycycline,Tetracycline,Broad,0,1231,30.32,78.03
Dehradun,2024-01,800000,Metronidazole,Nitroimidazole,Narrow,0,1212,30.32,78.03
Dehradun,2024-01,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,1257,30.32,78.03
Dehradun,2024-01,800000,Meropenem,Carbapenem,Very Broad,0,86,30.32,78.03
Dehradun,2024-02,800000,Amoxicillin,Penicillin,Narrow,0,1845,30.32,78.03
Dehradun,2024-02,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3162,30.32,78.03
Dehradun,2024-02,800000,Azithromycin,Macrolide,Broad,0,2715,30.32,78.03
Dehradun,2024-02,800000,Cefixime,Cephalosporin,Broad,0,1659,30.32,78.03
Dehradun,2024-02,800000,Ceftriaxone,Cephalosporin,Broad,0,737,30.32,78.03
Dehradun,2024-02,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1780,30.32,78.03
Dehradun,2024-02,800000,Doxycycline,Tetracycline,Broad,0,1176,30.32,78.03
Dehradun,2024-02,800000,Metronidazole,Nitroimidazole,Narrow,0,1395,30.32,78.03
Dehradun,2024-02,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,1176,30.32,78.03
Dehradun,2024-02,800000,Meropenem,Carbapenem,Very Broad,0,88,30.32,78.03
Dehradun,2024-03,800000,Amoxicillin,Penicillin,Narrow,0,2018,30.32,78.03
Dehradun,2024-03,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3702,30.32,78.03
Dehradun,2024-03,800000,Azithromycin,Macrolide,Broad,0,2525,30.32,78.03
Dehradun,2024-03,800000,Cefixime,Cephalosporin,Broad,0,1882,30.32,78.03
Dehradun,2024-03,800000,Ceftriaxone,Cephalosporin,Broad,0,882,30.32,78.03
Dehradun,2024-03,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1668,30.32,78.03
Dehradun,2024-03,800000,Doxycycline,Tetracycline,Broad,0,1628,30.32,78.03
Dehradun,2024-03,800000,Metronidazole,Nitroimidazole,Narrow,0,1453,30.32,78.03
Dehradun,2024-03,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,1441,30.32,78.03
Dehradun,2024-03,800000,Meropenem,Carbapenem,Very Broad,0,98,30.32,78.03
Dehradun,2024-04,800000,Amoxicillin,Penicillin,Narrow,0,2019,30.32,78.03
Dehradun,2024-04,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3197,30.32,78.03
Dehradun,2024-04,800000,Azithromycin,Macrolide,Broad,0,2621,30.32,78.03
Dehradun,2024-04,800000,Cefixime,Cephalosporin,Broad,0,2017,30.32,78.03
Dehradun,2024-04,800000,Ceftriaxone,Cephalosporin,Broad,0,787,30.32,78.03
Dehradun,2024-04,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1742,30.32,78.03
Dehradun,2024-04,800000,Doxycycline,Tetracycline,Broad,0,1442,30.32,78.03
Dehradun,2024-04,800000,Metronidazole,Nitroimidazole,Narrow,0,1586,30.32,78.03
Dehradun,2024-04,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,1439,30.32,78.03
Dehradun,2024-04,800000,Meropenem,Carbapenem,Very Broad,0,91,30.32,78.03
Dehradun,2024-05,800000,Amoxicillin,Penicillin,Narrow,0,2055,30.32,78.03
Dehradun,2024-05,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3621,30.32,78.03
Dehradun,2024-05,800000,Azithromycin,Macrolide,Broad,0,2717,30.32,78.03
Dehradun,2024-05,800000,Cefixime,Cephalosporin,Broad,0,1673,30.32,78.03
Dehradun,2024-05,800000,Ceftriaxone,Cephalosporin,Broad,0,754,30.32,78.03
Dehradun,2024-05,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1622,30.32,78.03
Dehradun,2024-05,800000,Doxycycline,Tetracycline,Broad,0,1407,30.32,78.03
Dehradun,2024-05,800000,Metronidazole,Nitroimidazole,Narrow,0,1628,30.32,78.03
Dehradun,2024-05,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,1140,30.32,78.03
Dehradun,2024-05,800000,Meropenem,Carbapenem,Very Broad,0,82,30.32,78.03
Dehradun,2024-06,800000,Amoxicillin,Penicillin,Narrow,0,1968,30.32,78.03
Dehradun,2024-06,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3236,30.32,78.03
Dehradun,2024-06,800000,Azithromycin,Macrolide,Broad,0,2446,30.32,78.03
Dehradun,2024-06,800000,Cefixime,Cephalosporin,Broad,0,1925,30.32,78.03
Dehradun,2024-06,800000,Ceftriaxone,Cephalosporin,Broad,0,639,30.32,78.03
Dehradun,2024-06,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1819,30.32,78.03
Dehradun,2024-06,800000,Doxycycline,Tetracycline,Broad,0,1343,30.32,78.03
Dehradun,2024-06,800000,Metronidazole,Nitroimidazole,Narrow,0,1478,30.32,78.03
Dehradun,2024-06,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,1094,30.32,78.03
Dehradun,2024-06,800000,Meropenem,Carbapenem,Very Broad,0,89,30.32,78.03
Dehradun,2024-07,800000,Amoxicillin,Penicillin,Narrow,0,1994,30.32,78.03
Dehradun,2024-07,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2597,30.32,78.03
Dehradun,2024-07,800000,Azithromycin,Macrolide,Broad,0,2255,30.32,78.03
Dehradun,2024-07,800000,Cefixime,Cephalosporin,Broad,0,1548,30.32,78.03
Dehradun,2024-07,800000,Ceftriaxone,Cephalosporin,Broad,0,729,30.32,78.03
Dehradun,2024-07,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1685,30.32,78.03
Dehradun,2024-07,800000,Doxycycline,Tetracycline,Broad,0,1437,30.32,78.03
Dehradun,2024-07,800000,Metronidazole,Nitroimidazole,Narrow,0,1281,30.32,78.03
Dehradun,2024-07,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,1239,30.32,78.03
Dehradun,2024-07,800000,Meropenem,Carbapenem,Very Broad,0,93,30.32,78.03
Dehradun,2024-08,800000,Amoxicillin,Penicillin,Narrow,0,1808,30.32,78.03
Dehradun,2024-08,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2847,30.32,78.03
Dehradun,2024-08,800000,Azithromycin,Macrolide,Broad,0,2050,30.32,78.03
Dehradun,2024-08,800000,Cefixime,Cephalosporin,Broad,0,1413,30.32,78.03
Dehradun,2024-08,800000,Ceftriaxone,Cephalosporin,Broad,0,693,30.32,78.03
Dehradun,2024-08,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1335,30.32,78.03
Dehradun,2024-08,800000,Doxycycline,Tetracycline,Broad,0,1192,30.32,78.03
Dehradun,2024-08,800000,Metronidazole,Nitroimidazole,Narrow,0,1254,30.32,78.03
Dehradun,2024-08,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,1100,30.32,78.03
Dehradun,2024-08,800000,Meropenem,Carbapenem,Very Broad,0,73,30.32,78.03
Dehradun,2024-09,800000,Amoxicillin,Penicillin,Narrow,0,1676,30.32,78.03
Dehradun,2024-09,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2761,30.32,78.03
Dehradun,2024-09,800000,Azithromycin,Macrolide,Broad,0,2404,30.32,78.03
Dehradun,2024-09,800000,Cefixime,Cephalosporin,Broad,0,1329,30.32,78.03
Dehradun,2024-09,800000,Ceftriaxone,Cephalosporin,Broad,0,639,30.32,78.03
Dehradun,2024-09,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1300,30.32,78.03
Dehradun,2024-09,800000,Doxycycline,Tetracycline,Broad,0,1254,30.32,78.03
Dehradun,2024-09,800000,Metronidazole,Nitroimidazole,Narrow,0,1125,30.32,78.03
Dehradun,2024-09,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,957,30.32,78.03
Dehradun,2024-09,800000,Meropenem,Carbapenem,Very Broad,0,70,30.32,78.03
Dehradun,2024-10,800000,Amoxicillin,Penicillin,Narrow,0,1681,30.32,78.03
Dehradun,2024-10,800000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2645,30.32,78.03
Dehradun,2024-10,800000,Azithromycin,Macrolide,Broad,0,2078,30.32,78.03
Dehradun,2024-10,800000,Cefixime,Cephalosporin,Broad,0,1336,30.32,78.03
Dehradun,2024-10,800000,Ceftriaxone,Cephalosporin,Broad,0,652,30.32,78.03
Dehradun,2024-10,800000,Ciprofloxacin,Fluoroquinolone,Broad,0,1396,30.32,78.03
Dehradun,2024-10,800000,Doxycycline,Tetracycline,Broad,0,1255,30.32,78.03
Dehradun,2024-10,800000,Metronidazole,Nitroimidazole,Narrow,0,1130,30.32,78.03
Dehradun,2024-10,800000,Cotrimoxazole,Sulfonamide combination,Broad,1,882,30.32,78.03
Dehradun,2024-10,800000,Meropenem,Carbapenem,Very Broad,0,73,30.32,78.03
