Location,Month,Antibiotic,Resistance_Rate
Guwahati,2024-11,Cefixime,18.41
Guwahati,2024-11,Ceftriaxone,18.14
Guwahati,2024-11,Ciprofloxacin,19.13
Guwahati,2024-11,Doxycycline,21.23
Guwahati,2024-11,Metronidazole,18.78
Guwahati,2024-11,Cotrimoxazole,18.44
Guwahati,2024-11,Meropenem,17.29
Guwahati,2024-12,Amoxicillin,17.46
Guwahati,2024-12,Amoxicillin-Clavulanate,19.38
Guwahati,2024-12,Azithromycin,19.02
Guwahati,2024-12,Cefixime,18.17
Guwahati,2024-12,Ceftriaxone,20.22
Guwahati,2024-12,Ciprofloxacin,18.7
Guwahati,2024-12,Doxycycline,19.02
Guwahati,2024-12,Metronidazole,18.39
Guwahati,2024-12,Cotrimoxazole,18.23
Guwahati,2024-12,Meropenem,16.86
Guwahati,2025-01,Amoxicillin,18.71
Guwahati,2025-01,Amoxicillin-Clavulanate,19.44
Guwahati,2025-01,Azithromycin,17.65
Guwahati,2025-01,Cefixime,19.1
Guwahati,2025-01,Ceftriaxone,17.63
Guwahati,2025-01,Ciprofloxacin,19.47
Guwahati,2025-01,Doxycycline,18.46
Guwahati,2025-01,Metronidazole,16.69
Guwahati,2025-01,Cotrimoxazole,18.12
Guwahati,2025-01,Meropenem,18.88
Guwahati,2025-02,Amoxicillin,17.65
Guwahati,2025-02,Amoxicillin-Clavulanate,17.5
Guwahati,2025-02,Azithromycin,18.3
Guwahati,2025-02,Cefixime,21.12
Guwahati,2025-02,Ceftriaxone,18.24
Guwahati,2025-02,Ciprofloxacin,19.32
Guwahati,2025-02,Doxycycline,18.56
Guwahati,2025-02,Metronidazole,17.52
Guwahati,2025-02,Cotrimoxazole,18.7
Guwahati,2025-02,Meropenem,17.52
Guwahati,2025-03,Amoxicillin,18.98
Guwahati,2025-03,Amoxicillin-Clavulanate,17.18
Guwahati,2025-03,Azithromycin,18.67
Guwahati,2025-03,Cefixime,20.1
Guwahati,2025-03,Ceftriaxone,19.38
Guwahati,2025-03,Ciprofloxacin,20.31
Guwahati,2025-03,Doxycycline,19.23
Guwahati,2025-03,Metronidazole,18.42
Guwahati,2025-03,Cotrimoxazole,18.16
Guwahati,2025-03,Meropenem,17.8
Guwahati,2025-04,Amoxicillin,18.37
Guwahati,2025-04,Amoxicillin-Clavulanate,19.31
Guwahati,2025-04,Azithromycin,19.43
Guwahati,2025-04,Cefixime,21.6
Guwahati,2025-04,Ceftriaxone,20.51
Guwahati,2025-04,Ciprofloxacin,18.76
Guwahati,2025-04,Doxycycline,17.58
Guwahati,2025-04,Metronidazole,18.83
Guwahati,2025-04,Cotrimoxazole,20.33
Guwahati,2025-04,Meropenem,18.65
Guwahati,2025-05,Amoxicillin,21.22
Guwahati,2025-05,Amoxicillin-Clavulanate,20.02
Guwahati,2025-05,Azithromycin,20.66
Guwahati,2025-05,Cefixime,18.58
Guwahati,2025-05,Ceftriaxone,22.33
Guwahati,2025-05,Ciprofloxacin,19.11
Guwahati,2025-05,Doxycycline,20.63
Guwahati,2025-05,Metronidazole,19.34
Guwahati,2025-05,Cotrimoxazole,19.92
Guwahati,2025-05,Meropenem,19.21
Guwahati,2025-06,Amoxicillin,21.58
Guwahati,2025-06,Amoxicillin-Clavulanate,21.38
Guwahati,2025-06,Azithromycin,21.68
Guwahati,2025-06,Cefixime,22.55
Guwahati,2025-06,Ceftriaxone,21.6
Guwahati,2025-06,Ciprofloxacin,22.88
Guwahati,2025-06,Doxycycline,20.49
Guwahati,2025-06,Metronidazole,21.45
Guwahati,2025-06,Cotrimoxazole,21.16
Guwahati,2025-06,Meropenem,19.48
Guwahati,2025-07,Amoxicillin,21.95
Guwahati,2025-07,Amoxicillin-Clavulanate,21.86
Guwahati,2025-07,Azithromycin,20.9
Guwahati,2025-07,Cefixime,21.89
Guwahati,2025-07,Ceftriaxone,22.64
Guwahati,2025-07,Ciprofloxacin,21.41
Guwahati,2025-07,Doxycycline,17.57
Guwahati,2025-07,Metronidazole,22.53
Guwahati,2025-07,Cotrimoxazole,20.8
Guwahati,2025-07,Meropenem,19.59
Guwahati,2025-08,Amoxicillin,20.72
Guwahati,2025-08,Amoxicillin-Clavulanate,21.15
Guwahati,2025-08,Azithromycin,20.52
Guwahati,2025-08,Cefixime,20.83
Guwahati,2025-08,Ceftriaxone,21.14
Guwahati,2025-08,Ciprofloxacin,22.23
Guwahati,2025-08,Doxycycline,23.25
Guwahati,2025-08,Metronidazole,21.79
Guwahati,2025-08,Cotrimoxazole,22.56
Guwahati,2025-08,Meropenem,20.28
Guwahati,2025-09,Amoxicillin,22.13
Guwahati,2025-09,Amoxicillin-Clavulanate,22.05
Guwahati,2025-09,Azithromycin,20.47
Guwahati,2025-09,Cefixime,21.23
Guwahati,2025-09,Ceftriaxone,22.89
Guwahati,2025-09,Ciprofloxacin,22.9
Guwahati,2025-09,Doxycycline,21.15
Guwahati,2025-09,Metronidazole,19.63
Guwahati,2025-09,Cotrimoxazole,21.06
Guwahati,2025-09,Meropenem,19.17
Guwahati,2025-10,Amoxicillin,22.07
Guwahati,2025-10,Amoxicillin-Clavulanate,21.83
Guwahati,2025-10,Azithromycin,20.88
Guwahati,2025-10,Cefixime,21.94
Guwahati,2025-10,Ceftriaxone,22.38
Guwahati,2025-10,Ciprofloxacin,21.95
Guwahati,2025-10,Doxycycline,19.73
Guwahati,2025-10,Metronidazole,20.65
Guwahati,2025-10,Cotrimoxazole,21.81
Guwahati,2025-10,Meropenem,22.47
Guwahati,2025-11,Amoxicillin,21.36
Guwahati,2025-11,Amoxicillin-Clavulanate,21.84
Guwahati,2025-11,Azithromycin,21.84
Guwahati,2025-11,Cefixime,21.14
Guwahati,2025-11,Ceftriaxone,22.86
Guwahati,2025-11,Ciprofloxacin,22.68
Guwahati,2025-11,Doxycycline,22.27
Guwahati,2025-11,Metronidazole,21.14
Guwahati,2025-11,Cotrimoxazole,23.65
Guwahati,2025-11,Meropenem,19.78
Guwahati,2025-12,Amoxicillin,23.94
Guwahati,2025-12,Amoxicillin-Clavulanate,22.03
Guwahati,2025-12,Azithromycin,22.3
Guwahati,2025-12,Cefixime,20.95
Guwahati,2025-12,Ceftriaxone,22.47
Guwahati,2025-12,Ciprofloxacin,22.87
Guwahati,2025-12,Doxycycline,19.51
Guwahati,2025-12,Metronidazole,20.41
Guwahati,2025-12,Cotrimoxazole,18.65
Guwahati,2025-12,Meropenem,20.21
Ranchi,2024-01,Amoxicillin,15.51
Ranchi,2024-01,Amoxicillin-Clavulanate,15.86
Ranchi,2024-01,Azithromycin,19.06
Ranchi,2024-01,Cefixime,18.08
Ranchi,2024-01,Ceftriaxone,14.78
Ranchi,2024-01,Ciprofloxacin,16.8
Ranchi,2024-01,Doxycycline,16.64
Ranchi,2024-01,Metronidazole,15.3
Ranchi,2024-01,Cotrimoxazole,16.17
Ranchi,2024-01,Meropenem,15.85
Ranchi,2024-02,Amoxicillin,15.01
Ranchi,2024-02,Amoxicillin-Clavulanate,15.05
Ranchi,2024-02,Azithromycin,16.12
Ranchi,2024-02,Cefixime,16.38
Ranchi,2024-02,Ceftriaxone,15.67
Ranchi,2024-02,Ciprofloxacin,15.4
Ranchi,2024-02,Doxycycline,15.75
Ranchi,2024-02,Metronidazole,16.73
Ranchi,2024-02,Cotrimoxazole,15.98
Ranchi,2024-02,Meropenem,17.41
Ranchi,2024-03,Amoxicillin,16.18
Ranchi,2024-03,Amoxicillin-Clavulanate,16.84
Ranchi,2024-03,Azithromycin,15.97
Ranchi,2024-03,Cefixime,17.37
Ranchi,2024-03,Ceftriaxone,16.04
Ranchi,2024-03,Ciprofloxacin,18.84
Ranchi,2024-03,Doxycycline,14.41
Ranchi,2024-03,Metronidazole,18.07
Ranchi,2024-03,Cotrimoxazole,16.59
Ranchi,2024-03,Meropenem,16.65
Ranchi,2024-04,Amoxicillin,18.77
Ranchi,2024-04,Amoxicillin-Clavulanate,17.92
Ranchi,2024-04,Azithromycin,15.89
Ranchi,2024-04,Cefixime,17.73
Ranchi,2024-04,Ceftriaxone,19.31
Ranchi,2024-04,Ciprofloxacin,16.09
Ranchi,2024-04,Doxycycline,18.94
Ranchi,2024-04,Metronidazole,16.94
Ranchi,2024-04,Cotrimoxazole,16.36
Ranchi,2024-04,Meropenem,15.39
Ranchi,2024-05,Amoxicillin,17.17
Ranchi,2024-05,Amoxicillin-Clavulanate,14.94
Ranchi,2024-05,Azithromycin,16.35
Ranchi,2024-05,Cefixime,16.89
Ranchi,2024-05,Ceftriaxone,16.18
Ranchi,2024-05,Ciprofloxacin,18.0
Ranchi,2024-05,Doxycycline,16.47
Ranchi,2024-05,Metronidazole,15.92
Ranchi,2024-05,Cotrimoxazole,16.59
Ranchi,2024-05,Meropenem,16.87
Ranchi,2024-06,Amoxicillin,17.56
Ranchi,2024-06,Amoxicillin-Clavulanate,16.38
Ranchi,2024-06,Azithromycin,17.01
Ranchi,2024-06,Cefixime,17.19
Ranchi,2024-06,Ceftriaxone,16.18
Ranchi,2024-06,Ciprofloxacin,16.93
Ranchi,2024-06,Doxycycline,17.42
Ranchi,2024-06,Metronidazole,17.32
Ranchi,2024-06,Cotrimoxazole,16.76
Ranchi,2024-06,Meropenem,17.29
Ranchi,2024-07,Amoxicillin,16.61
Ranchi,2024-07,Amoxicillin-Clavulanate,16.31
Ranchi,2024-07,Azithromycin,16.8
Ranchi,2024-07,Cefixime,19.1
Ranchi,2024-07,Ceftriaxone,17.82
Ranchi,2024-07,Ciprofloxacin,17.15
Ranchi,2024-07,Doxycycline,18.68
Ranchi,2024-07,Metronidazole,16.57
Ranchi,2024-07,Cotrimoxazole,19.67
Ranchi,2024-07,Meropenem,16.18
Ranchi,2024-08,Amoxicillin,16.52
Ranchi,2024-08,Amoxicillin-Clavulanate,17.12
Ranchi,2024-08,Azithromycin,16.75
Ranchi,2024-08,Cefixime,16.51
Ranchi,2024-08,Ceftriaxone,20.44
Ranchi,2024-08,Ciprofloxacin,17.75
Ranchi,2024-08,Doxycycline,17.45
Ranchi,2024-08,Metronidazole,16.33
Ranchi,2024-08,Cotrimoxazole,16.53
Ranchi,2024-08,Meropenem,17.83
Ranchi,2024-09,Amoxicillin,15.56
Ranchi,2024-09,Amoxicillin-Clavulanate,15.83
Ranchi,2024-09,Azithromycin,16.55
Ranchi,2024-09,Cefixime,18.66
Ranchi,2024-09,Ceftriaxone,16.95
Ranchi,2024-09,Ciprofloxacin,17.64
Ranchi,2024-09,Doxycycline,16.76
Ranchi,2024-09,Metronidazole,18.07
Ranchi,2024-09,Cotrimoxazole,15.21
Ranchi,2024-09,Meropenem,17.32
Ranchi,2024-10,Amoxicillin,17.15
Ranchi,2024-10,Amoxicillin-Clavulanate,18.07
Ranchi,2024-10,Azithromycin,15.89
Ranchi,2024-10,Cefixime,17.17
Ranchi,2024-10,Ceftriaxone,17.21
Ranchi,2024-10,Ciprofloxacin,16.04
Ranchi,2024-10,Doxycycline,15.3
Ranchi,2024-10,Metronidazole,15.98
Ranchi,2024-10,Cotrimoxazole,17.07
Ranchi,2024-10,Meropenem,15.65
Ranchi,2024-11,Amoxicillin,16.75
Ranchi,2024-11,Amoxicillin-Clavulanate,14.74
Ranchi,2024-11,Azithromycin,16.15
Ranchi,2024-11,Cefixime,18.02
Ranchi,2024-11,Ceftriaxone,17.84
Ranchi,2024-11,Ciprofloxacin,16.8
Ranchi,2024-11,Doxycycline,16.74
Ranchi,2024-11,Metronidazole,15.48
Ranchi,2024-11,Cotrimoxazole,18.47
Ranchi,2024-11,Meropenem,18.54
Ranchi,2024-12,Amoxicillin,17.06
Ranchi,2024-12,Amoxicillin-Clavulanate,19.45
Ranchi,2024-12,Azithromycin,15.61
Ranchi,2024-12,Cefixime,15.3
Ranchi,2024-12,Ceftriaxone,16.06
Ranchi,2024-12,Ciprofloxacin,16.44
Ranchi,2024-12,Doxycycline,18.82
Ranchi,2024-12,Metronidazole,15.88
Ranchi,2024-12,Cotrimoxazole,15.53
Ranchi,2024-12,Meropenem,15.08
Ranchi,2025-01,Amoxicillin,18.33
Ranchi,2025-01,Amoxicillin-Clavulanate,17.89
Ranchi,2025-01,Azithromycin,16.01
Ranchi,2025-01,Cefixime,14.81
Ranchi,2025-01,Ceftriaxone,15.8
Ranchi,2025-01,Ciprofloxacin,18.77
Ranchi,2025-01,Doxycycline,17.22
Ranchi,2025-01,Metronidazole,16.45
Ranchi,2025-01,Cotrimoxazole,18.72
Ranchi,2025-01,Meropenem,18.41
Ranchi,2025-02,Amoxicillin,17.23
Ranchi,2025-02,Amoxicillin-Clavulanate,16.96
Ranchi,2025-02,Azithromycin,16.09
Ranchi,2025-02,Cefixime,16.75
Ranchi,2025-02,Ceftriaxone,15.59
Ranchi,2025-02,Ciprofloxacin,15.42
Ranchi,2025-02,Doxycycline,14.75
Ranchi,2025-02,Metronidazole,17.75
Ranchi,2025-02,Cotrimoxazole,15.13
Ranchi,2025-02,Meropenem,18.58
Ranchi,2025-03,Amoxicillin,16.95
Ranchi,2025-03,Amoxicillin-Clavulanate,19.36
Ranchi,2025-03,Azithromycin,16.78
Ranchi,2025-03,Cefixime,15.81
Ranchi,2025-03,Ceftriaxone,19.12
Ranchi,2025-03,Ciprofloxacin,19.08
Ranchi,2025-03,Doxycycline,16.1
Ranchi,2025-03,Metronidazole,16.64
Ranchi,2025-03,Cotrimoxazole,16.32
Ranchi,2025-03,Meropenem,16.74
Ranchi,2025-04,Amoxicillin,18.64
Ranchi,2025-04,Amoxicillin-Clavulanate,17.81
Ranchi,2025-04,Azithromycin,15.91
Ranchi,2025-04,Cefixime,17.65
Ranchi,2025-04,Ceftriaxone,19.25
Ranchi,2025-04,Ciprofloxacin,18.06
Ranchi,2025-04,Doxycycline,17.45
Ranchi,2025-04,Metronidazole,16.7
Ranchi,2025-04,Cotrimoxazole,17.38
Ranchi,2025-04,Meropenem,19.13
Ranchi,2025-05,Amoxicillin,18.0
Ranchi,2025-05,Amoxicillin-Clavulanate,19.69
Ranchi,2025-05,Azithromycin,18.65
Ranchi,2025-05,Cefixime,19.27
Ranchi,2025-05,Ceftriaxone,18.4
Ranchi,2025-05,Ciprofloxacin,18.61
Ranchi,2025-05,Doxycycline,18.49
Ranchi,2025-05,Metronidazole,17.82
Ranchi,2025-05,Cotrimoxazole,19.11
Ranchi,2025-05,Meropenem,18.75
Ranchi,2025-06,Amoxicillin,22.07
Ranchi,2025-06,Amoxicillin-Clavulanate,19.62
Ranchi,2025-06,Azithromycin,16.89
Ranchi,2025-06,Cefixime,20.7
Ranchi,2025-06,Ceftriaxone,19.4
Ranchi,2025-06,Ciprofloxacin,21.63
Ranchi,2025-06,Doxycycline,20.51
Ranchi,2025-06,Metronidazole,18.23
Ranchi,2025-06,Cotrimoxazole,19.95
Ranchi,2025-06,Meropenem,17.98
Ranchi,2025-07,Amoxicillin,20.23
Ranchi,2025-07,Amoxicillin-Clavulanate,20.59
Ranchi,2025-07,Azithromycin,20.75
Ranchi,2025-07,Cefixime,20.94
Ranchi,2025-07,Ceftriaxone,20.26
Ranchi,2025-07,Ciprofloxacin,22.69
Ranchi,2025-07,Doxycycline,19.01
Ranchi,2025-07,Metronidazole,17.53
Ranchi,2025-07,Cotrimoxazole,18.13
Ranchi,2025-07,Meropenem,20.76
Ranchi,2025-08,Amoxicillin,20.06
Ranchi,2025-08,Amoxicillin-Clavulanate,19.94
Ranchi,2025-08,Azithromycin,18.85
Ranchi,2025-08,Cefixime,19.38
Ranchi,2025-08,Ceftriaxone,19.22
Ranchi,2025-08,Ciprofloxacin,20.39
Ranchi,2025-08,Doxycycline,19.23
Ranchi,2025-08,Metronidazole,19.71
Ranchi,2025-08,Cotrimoxazole,19.98
Ranchi,2025-08,Meropenem,18.6
Ranchi,2025-09,Amoxicillin,18.48
Ranchi,2025-09,Amoxicillin-Clavulanate,18.01
Ranchi,2025-09,Azithromycin,22.72
Ranchi,2025-09,Cefixime,21.44
Ranchi,2025-09,Ceftriaxone,21.5
Ranchi,2025-09,Ciprofloxacin,19.08
Ranchi,2025-09,Doxycycline,19.3
Ranchi,2025-09,Metronidazole,18.28
Ranchi,2025-09,Cotrimoxazole,18.11
Ranchi,2025-09,Meropenem,18.37
Ranchi,2025-10,Amoxicillin,21.34
Ranchi,2025-10,Amoxicillin-Clavulanate,20.44
Ranchi,2025-10,Azithromycin,18.14
Ranchi,2025-10,Cefixime,19.28
Ranchi,2025-10,Ceftriaxone,20.65
Ranchi,2025-10,Ciprofloxacin,18.99
Ranchi,2025-10,Doxycycline,19.19
Ranchi,2025-10,Metronidazole,19.44
Ranchi,2025-10,Cotrimoxazole,19.79
Ranchi,2025-10,Meropenem,19.13
Ranchi,2025-11,Amoxicillin,19.11
Ranchi,2025-11,Amoxicillin-Clavulanate,18.87
Ranchi,2025-11,Azithromycin,17.93
Ranchi,2025-11,Cefixime,17.86
Ranchi,2025-11,Ceftriaxone,19.66
Ranchi,2025-11,Ciprofloxacin,20.48
Ranchi,2025-11,Doxycycline,17.55
Ranchi,2025-11,Metronidazole,19.27
Ranchi,2025-11,Cotrimoxazole,20.19
Ranchi,2025-11,Meropenem,16.8
Ranchi,2025-12,Amoxicillin,19.41
Ranchi,2025-12,Amoxicillin-Clavulanate,21.17
Ranchi,2025-12,Azithromycin,19.67
Ranchi,2025-12,Cefixime,17.4
Ranchi,2025-12,Ceftriaxone,20.38
Ranchi,2025-12,Ciprofloxacin,18.63
Ranchi,2025-12,Doxycycline,19.72
Ranchi,2025-12,Metronidazole,18.1
Ranchi,2025-12,Cotrimoxazole,19.15
Ranchi,2025-12,Meropenem,18.12
Dehradun,2024-01,Amoxicillin,14.4
Dehradun,2024-01,Amoxicillin-Clavulanate,13.54
Dehradun,2024-01,Azithromycin,13.72
Dehradun,2024-01,Cefixime,12.94
Dehradun,2024-01,Ceftriaxone,14.9
Dehradun,2024-01,Ciprofloxacin,14.42
Dehradun,2024-01,Doxycycline,12.12
Dehradun,2024-01,Metronidazole,14.93
Dehradun,2024-01,Cotrimoxazole,13.87
Dehradun,2024-01,Meropenem,13.92
Dehradun,2024-02,Amoxicillin,15.32
Dehradun,2024-02,Amoxicillin-Clavulanate,14.61
Dehradun,2024-02,Azithromycin,15.34
Dehradun,2024-02,Cefixime,13.99
Dehradun,2024-02,Ceftriaxone,15.59
Dehradun,2024-02,Ciprofloxacin,14.45
Dehradun,2024-02,Doxycycline,14.55
Dehradun,2024-02,Metronidazole,14.37
Dehradun,2024-02,Cotrimoxazole,15.52
Dehradun,2024-02,Meropenem,14.62
Dehradun,2024-03,Amoxicillin,14.34
Dehradun,2024-03,Amoxicillin-Clavulanate,13.88
Dehradun,2024-03,Azithromycin,14.33
Dehradun,2024-03,Cefixime,13.82
Dehradun,2024-03,Ceftriaxone,13.63
Dehradun,2024-03,Ciprofloxacin,12.31
Dehradun,2024-03,Doxycycline,12.61
Dehradun,2024-03,Metronidazole,16.43
Dehradun,2024-03,Cotrimoxazole,13.76
Dehradun,2024-03,Meropenem,16.24
Dehradun,2024-04,Amoxicillin,15.54
Dehradun,2024-04,Amoxicillin-Clavulanate,14.79
Dehradun,2024-04,Azithromycin,12.99
Dehradun,2024-04,Cefixime,14.92
Dehradun,2024-04,Ceftriaxone,17.14
Dehradun,2024-04,Ciprofloxacin,16.63
Dehradun,2024-04,Doxycycline,14.87
Dehradun,2024-04,Metronidazole,13.23
Dehradun,2024-04,Cotrimoxazole,13.69
Dehradun,2024-04,Meropenem,13.45
Dehradun,2024-05,Amoxicillin,16.84
Dehradun,2024-05,Amoxicillin-Clavulanate,16.97
Dehradun,2024-05,Azithromycin,15.18
Dehradun,2024-05,Cefixime,14.92
Dehradun,2024-05,Ceftriaxone,17.1
Dehradun,2024-05,Ciprofloxacin,14.18
Dehradun,2024-05,Doxycycline,14.95
Dehradun,2024-05,Metronidazole,15.32
Dehradun,2024-05,Cotrimoxazole,14.12
Dehradun,2024-05,Meropenem,14.01
Dehradun,2024-06,Amoxicillin,14.78
Dehradun,2024-06,Amoxicillin-Clavulanate,16.87
Dehradun,2024-06,Azithromycin,17.2
Dehradun,2024-06,Cefixime,15.51
Dehradun,2024-06,Ceftriaxone,15.23
Dehradun,2024-06,Ciprofloxacin,14.72
Dehradun,2024-06,Doxycycline,15.02
Dehradun,2024-06,Metronidazole,14.34
Dehradun,2024-06,Cotrimoxazole,15.09
Dehradun,2024-06,Meropenem,15.29
Dehradun,2024-07,Amoxicillin,15.31
Dehradun,2024-07,Amoxicillin-Clavulanate,15.28
Dehradun,2024-07,Azithromycin,15.07
Dehradun,2024-07,Cefixime,15.22
Dehradun,2024-07,Ceftriaxone,15.23
Dehradun,2024-07,Ciprofloxacin,16.41
Dehradun,2024-07,Doxycycline,13.25
Dehradun,2024-07,Metronidazole,16.85
Dehradun,2024-07,Cotrimoxazole,15.53
Dehradun,2024-07,Meropenem,15.68
Dehradun,2024-08,Amoxicillin,16.64
Dehradun,2024-08,Amoxicillin-Clavulanate,14.8
Dehradun,2024-08,Azithromycin,14.35
Dehradun,2024-08,Cefixime,14.52
Dehradun,2024-08,Ceftriaxone,15.53
Dehradun,2024-08,Ciprofloxacin,16.43
Dehradun,2024-08,Doxycycline,14.64
Dehradun,2024-08,Metronidazole,15.88
Dehradun,2024-08,Cotrimoxazole,12.87
Dehradun,2024-08,Meropenem,14.68
Dehradun,2024-09,Amoxicillin,16.88
Dehradun,2024-09,Amoxicillin-Clavulanate,15.16
Dehradun,2024-09,Azithromycin,14.22
Dehradun,2024-09,Cefixime,14.69
Dehradun,2024-09,Ceftriaxone,12.23
Dehradun,2024-09,Ciprofloxacin,14.3
Dehradun,2024-09,Doxycycline,16.23
Dehradun,2024-09,Metronidazole,14.35
Dehradun,2024-09,Cotrimoxazole,14.73
Dehradun,2024-09,Meropenem,12.32
Dehradun,2024-10,Amoxicillin,13.45
Dehradun,2024-10,Amoxicillin-Clavulanate,16.32
Dehradun,2024-10,Azithromycin,15.49
Dehradun,2024-10,Cefixime,13.65
Dehradun,2024-10,Ceftriaxone,14.52
Dehradun,2024-10,Ciprofloxacin,15.04
Dehradun,2024-10,Doxycycline,13.43
Dehradun,2024-10,Metronidazole,12.47
Dehradun,2024-10,Cotrimoxazole,14.74
Dehradun,2024-10,Meropenem,15.21
Dehradun,2024-11,Amoxicillin,15.7
Dehradun,2024-11,Amoxicillin-Clavulanate,15.79
Dehradun,2024-11,Azithromycin,12.92
Dehradun,2024-11,Cefixime,14.95
Dehradun,2024-11,Ceftriaxone,14.72
Dehradun,2024-11,Ciprofloxacin,14.79
Dehradun,2024-11,Doxycycline,14.34
Dehradun,2024-11,Metronidazole,13.78
Dehradun,2024-11,Cotrimoxazole,11.41
Dehradun,2024-11,Meropenem,15.69
Dehradun,2024-12,Amoxicillin,15.48
Dehradun,2024-12,Amoxicillin-Clavulanate,13.26
Dehradun,2024-12,Azithromycin,15.22
Dehradun,2024-12,Cefixime,14.46
Dehradun,2024-12,Ceftriaxone,14.62
Dehradun,2024-12,Ciprofloxacin,14.11
Dehradun,2024-12,Doxycycline,15.23
Dehradun,2024-12,Metronidazole,13.7
Dehradun,2024-12,Cotrimoxazole,13.59
Dehradun,2024-12,Meropenem,15.73
Dehradun,2025-01,Amoxicillin,15.05
Dehradun,2025-01,Amoxicillin-Clavulanate,14.86
Dehradun,2025-01,Azithromycin,15.59
Dehradun,2025-01,Cefixime,14.35
Dehradun,2025-01,Ceftriaxone,14.7
Dehradun,2025-01,Ciprofloxacin,15.42
Dehradun,2025-01,Doxycycline,13.07
Dehradun,2025-01,Metronidazole,14.95
Dehradun,2025-01,Cotrimoxazole,14.1
Dehradun,2025-01,Meropenem,15.55
Dehradun,2025-02,Amoxicillin,16.28
Dehradun,2025-02,Amoxicillin-Clavulanate,15.9
Dehradun,2025-02,Azithromycin,13.47
Dehradun,2025-02,Cefixime,15.39
Dehradun,2025-02,Ceftriaxone,14.35
Dehradun,2025-02,Ciprofloxacin,15.47
Dehradun,2025-02,Doxycycline,12.62
Dehradun,2025-02,Metronidazole,13.41
Dehradun,2025-02,Cotrimoxazole,16.65
Dehradun,2025-02,Meropenem,15.41
Dehradun,2025-03,Amoxicillin,15.8
Dehradun,2025-03,Amoxicillin-Clavulanate,14.94
Dehradun,2025-03,Azithromycin,14.53
Dehradun,2025-03,Cefixime,16.23
Dehradun,2025-03,Ceftriaxone,15.78
Dehradun,2025-03,Ciprofloxacin,17.71
Dehradun,2025-03,Doxycycline,15.45
Dehradun,2025-03,Metronidazole,15.65
Dehradun,2025-03,Cotrimoxazole,14.31
Dehradun,2025-03,Meropenem,15.08
Dehradun,2025-04,Amoxicillin,16.99
Dehradun,2025-04,Amoxicillin-Clavulanate,16.12
Dehradun,2025-04,Azithromycin,15.76
Dehradun,2025-04,Cefixime,16.96
Dehradun,2025-04,Ceftriaxone,18.42
Dehradun,2025-04,Ciprofloxacin,16.76
Dehradun,2025-04,Doxycycline,17.48
Dehradun,2025-04,Metronidazole,16.83
Dehradun,2025-04,Cotrimoxazole,17.61
Dehradun,2025-04,Meropenem,15.36
Dehradun,2025-05,Amoxicillin,16.99
Dehradun,2025-05,Amoxicillin-Clavulanate,16.71
Dehradun,2025-05,Azithromycin,17.3
Dehradun,2025-05,Cefixime,17.89
Dehradun,2025-05,Ceftriaxone,17.31
Dehradun,2025-05,Ciprofloxacin,17.98
Dehradun,2025-05,Doxycycline,15.99
Dehradun,2025-05,Metronidazole,17.51
Dehradun,2025-05,Cotrimoxazole,17.93
Dehradun,2025-05,Meropenem,17.16
Dehradun,2025-06,Amoxicillin,17.74
Dehradun,2025-06,Amoxicillin-Clavulanate,18.08
Dehradun,2025-06,Azithromycin,16.07
Dehradun,2025-06,Cefixime,17.6
Dehradun,2025-06,Ceftriaxone,17.88
Dehradun,2025-06,Ciprofloxacin,15.92
Dehradun,2025-06,Doxycycline,17.49
Dehradun,2025-06,Metronidazole,15.51
Dehradun,2025-06,Cotrimoxazole,16.7
Dehradun,2025-06,Meropenem,16.8
Dehradun,2025-07,Amoxicillin,16.98
Dehradun,2025-07,Amoxicillin-Clavulanate,17.58
Dehradun,2025-07,Azithromycin,17.31
Dehradun,2025-07,Cefixime,16.67
Dehradun,2025-07,Ceftriaxone,18.36
Dehradun,2025-07,Ciprofloxacin,16.73
Dehradun,2025-07,Doxycycline,19.67
Dehradun,2025-07,Metronidazole,16.94
Dehradun,2025-07,Cotrimoxazole,16.07
Dehradun,2025-07,Meropenem,15.86
Dehradun,2025-08,Amoxicillin,19.07
Dehradun,2025-08,Amoxicillin-Clavulanate,17.07
Dehradun,2025-08,Azithromycin,15.77
Dehradun,2025-08,Cefixime,18.54
Dehradun,2025-08,Ceftriaxone,17.31
Dehradun,2025-08,Ciprofloxacin,18.32
Dehradun,2025-08,Doxycycline,18.21
Dehradun,2025-08,Metronidazole,17.4
Dehradun,2025-08,Cotrimoxazole,20.03
Dehradun,2025-08,Meropenem,15.08
Dehradun,2025-09,Amoxicillin,16.89
Dehradun,2025-09,Amoxicillin-Clavulanate,17.22
Dehradun,2025-09,Azithromycin,19.74
Dehradun,2025-09,Cefixime,19.56
Dehradun,2025-09,Ceftriaxone,19.17
Dehradun,2025-09,Ciprofloxacin,16.71
Dehradun,2025-09,Doxycycline,16.43
Dehradun,2025-09,Metronidazole,16.18
Dehradun,2025-09,Cotrimoxazole,16.51
Dehradun,2025-09,Meropenem,18.61
Dehradun,2025-10,Amoxicillin,17.28
Dehradun,2025-10,Amoxicillin-Clavulanate,17.15
Dehradun,2025-10,Azithromycin,17.89
Dehradun,2025-10,Cefixime,15.52
Dehradun,2025-10,Ceftriaxone,17.57
Dehradun,2025-10,Ciprofloxacin,16.15
Dehradun,2025-10,Doxycycline,16.63
